date,PRC,RET,RETX
19650706,98.625,0.003817,0.003817
19650707,98.625,0,0
19650708,100,0.013942,0.013942
19650709,101,0.01,0.01
19650712,99.5,-0.014851,-0.014851
19650713,99,-0.005025,-0.005025
19650714,100.5,0.015152,0.015152
19650715,100,-0.004975,-0.004975
19650716,99.5,-0.005,-0.005
19650719,99.875,0.003769,0.003769
19650720,98,-0.018773,-0.018773
19650721,96.375,-0.016582,-0.016582
19650722,96.625,0.002594,0.002594
19650723,97.75,0.011643,0.011643
19650726,98.5,0.007673,0.007673
19650727,97.875,-0.006345,-0.006345
19650728,97.625,-0.002554,-0.002554
19650729,99.5,0.019206,0.019206
19650730,100.375,0.008794,0.008794
19650802,100.625,0.002491,0.002491
19650803,102.5,0.018634,0.018634
19650804,102.5,0,0
19650805,102,-0.004878,-0.004878
19650806,103.5,0.014706,0.014706
19650809,101.875,-0.0157,-0.0157
19650810,102.25,0.003681,0.003681
19650811,103.75,0.01467,0.01467
19650812,104.875,0.010843,0.010843
19650813,104.375,-0.004768,-0.004768
19650816,102.75,-0.015569,-0.015569
19650817,103.25,0.004866,0.004866
19650818,103,-0.002421,-0.002421
19650819,102.25,-0.007282,-0.007282
19650820,101.875,-0.003667,-0.003667
19650823,101.25,-0.006135,-0.006135
19650824,101.75,0.004938,0.004938
19650825,103.125,0.013514,0.013514
19650826,105,0.018182,0.018182
19650827,104.25,-0.007143,-0.007143
19650830,106,0.016787,0.016787
19650831,104.625,-0.012972,-0.012972
19650901,103.875,-0.007168,-0.007168
19650902,105.5,0.015644,0.015644
19650903,107.75,0.021327,0.021327
19650907,107.5,-0.00232,-0.00232
19650908,108.625,0.010465,0.010465
19650909,108.125,-0.004603,-0.004603
19650910,109.5,0.012717,0.012717
19650913,111.25,0.015982,0.015982
19650914,110.75,-0.004494,-0.004494
19650915,111,0.002257,0.002257
19650916,112.375,0.012387,0.012387
19650917,112,-0.003337,-0.003337
19650920,113.25,0.011161,0.011161
19650921,112.75,0.001325,-0.004415
19650922,113.875,0.009978,0.009978
19650923,112.125,-0.015368,-0.015368
19650924,115.125,0.026756,0.026756
19650927,119.875,0.04126,0.04126
19650928,117.5,-0.019812,-0.019812
19650929,117.875,0.003191,0.003191
19650930,117,-0.007423,-0.007423
19651001,116.875,-0.001068,-0.001068
19651004,115.75,-0.009626,-0.009626
19651005,117.75,0.017279,0.017279
19651006,118.75,0.008493,0.008493
19651007,118,-0.006316,-0.006316
19651008,117.375,-0.005297,-0.005297
19651011,118.125,0.00639,0.00639
19651012,117.875,-0.002116,-0.002116
19651013,117.5,-0.003181,-0.003181
19651014,115.125,-0.020213,-0.020213
19651015,115.375,0.002172,0.002172
19651018,115.625,0.002167,0.002167
19651019,116,0.003243,0.003243
19651020,117.25,0.010776,0.010776
19651021,116.875,-0.003198,-0.003198
19651022,117.75,0.007487,0.007487
19651025,116.875,-0.007431,-0.007431
19651026,117.75,0.007487,0.007487
19651027,117.75,0,0
19651028,118.25,0.004246,0.004246
19651029,118.25,0,0
19651101,117.25,-0.008457,-0.008457
19651103,117.375,0.001066,0.001066
19651104,117.25,-0.001065,-0.001065
19651105,116.625,-0.00533,-0.00533
19651108,115.75,-0.007503,-0.007503
19651109,114,-0.015119,-0.015119
19651110,115.625,0.014254,0.014254
19651111,116.5,0.007568,0.007568
19651112,117,0.004292,0.004292
19651115,114.625,-0.020299,-0.020299
19651116,115.375,0.006543,0.006543
19651117,116.125,0.006501,0.006501
19651118,114.625,-0.012917,-0.012917
19651119,114.625,0,0
19651122,113.5,-0.009815,-0.009815
19651123,113.75,0.002203,0.002203
19651124,112.75,-0.008791,-0.008791
19651126,114,0.011086,0.011086
19651129,114.375,0.003289,0.003289
19651130,113.75,-0.005464,-0.005464
19651201,113.75,0,0
19651202,114.75,0.008791,0.008791
19651203,114.875,0.001089,0.001089
19651206,113.875,-0.008705,-0.008705
19651207,114.75,0.013392,0.007684
19651208,114,-0.006536,-0.006536
19651209,113.5,-0.004386,-0.004386
19651210,113,-0.004405,-0.004405
19651213,113.5,0.004425,0.004425
19651214,114.125,0.005507,0.005507
19651215,114.125,0,0
19651216,114.625,0.004381,0.004381
19651217,113.25,-0.011996,-0.011996
19651220,113.25,0,0
19651221,113.125,-0.001104,-0.001104
19651222,114.25,0.009945,0.009945
19651223,115.75,0.013129,0.013129
19651227,115.625,-0.00108,-0.00108
19651228,116,0.003243,0.003243
19651229,116.875,0.007543,0.007543
19651230,119,0.018182,0.018182
19651231,118,-0.008403,-0.008403
19660103,116.875,-0.009534,-0.009534
19660104,116.875,0,0
19660105,117.75,0.007487,0.007487
19660106,119.25,0.012739,0.012739
19660107,119.625,0.003145,0.003145
19660110,119.375,-0.00209,-0.00209
19660111,119.25,-0.001047,-0.001047
19660112,118.75,-0.004193,-0.004193
19660113,116.5,-0.018947,-0.018947
19660114,117.125,0.005365,0.005365
19660117,116.375,-0.006403,-0.006403
19660118,116.5,0.001074,0.001074
19660119,116.125,-0.003219,-0.003219
19660120,116.25,0.001076,0.001076
19660121,117.5,0.010753,0.010753
19660124,116.625,-0.007447,-0.007447
19660125,117.5,0.007503,0.007503
19660126,117.125,-0.003191,-0.003191
19660127,116,-0.009605,-0.009605
19660128,114.5,-0.012931,-0.012931
19660131,114.75,0.002183,0.002183
19660201,111.75,-0.026144,-0.026144
19660202,113.75,0.017897,0.017897
19660203,113.75,0,0
19660204,113.875,0.001099,0.001099
19660207,113.375,-0.004391,-0.004391
19660208,112.5,-0.007718,-0.007718
19660209,111.625,-0.007778,-0.007778
19660210,111.625,0,0
19660211,110.75,-0.007839,-0.007839
19660214,111.25,0.004515,0.004515
19660215,112,0.006742,0.006742
19660216,113.75,0.015625,0.015625
19660217,113.625,-0.001099,-0.001099
19660218,113,-0.005501,-0.005501
19660221,110.5,-0.022124,-0.022124
19660223,111.25,0.006787,0.006787
19660224,110,-0.011236,-0.011236
19660225,110.25,0.002273,0.002273
19660228,109,-0.011338,-0.011338
19660301,108.125,-0.008028,-0.008028
19660302,107.375,-0.006936,-0.006936
19660303,108.375,0.009313,0.009313
19660304,108.375,0,0
19660307,106.5,-0.017301,-0.017301
19660308,108.375,0.023709,0.017606
19660309,108.625,0.002307,0.002307
19660310,109,0.003452,0.003452
19660311,109.625,0.005734,0.005734
19660314,107.25,-0.021665,-0.021665
19660315,107.875,0.005828,0.005828
19660316,108.875,0.00927,0.00927
19660317,109.875,0.009185,0.009185
19660318,109.75,-0.001138,-0.001138
19660321,110.125,0.003417,0.003417
19660322,110.125,0,0
19660323,109.5,-0.005675,-0.005675
19660324,109.625,0.001142,0.001142
19660325,109.75,0.00114,0.00114
19660328,110.625,0.007973,0.007973
19660329,110.375,-0.00226,-0.00226
19660330,109.5,-0.007928,-0.007928
19660331,109.5,0,0
19660401,109.75,0.002283,0.002283
19660404,108.875,-0.007973,-0.007973
19660405,108.875,0,0
19660406,108.375,-0.004592,-0.004592
19660407,109.125,0.00692,0.00692
19660411,108.5,-0.005727,-0.005727
19660412,108.5,0,0
19660413,109.25,0.006912,0.006912
19660414,110.375,0.010297,0.010297
19660415,110.75,0.003398,0.003398
19660418,110.25,-0.004515,-0.004515
19660419,111.625,0.012472,0.012472
19660420,114.625,0.026876,0.026876
19660421,118,0.029444,0.029444
19660422,117.5,-0.004237,-0.004237
19660425,116.625,-0.007447,-0.007447
19660426,116.875,0.002144,0.002144
19660427,117.875,0.008556,0.008556
19660428,116.375,-0.012725,-0.012725
19660429,114.875,-0.012889,-0.012889
19660502,112.875,-0.01741,-0.01741
19660503,113,0.001107,0.001107
19660504,111.5,-0.013274,-0.013274
19660505,111.75,0.002242,0.002242
19660506,110.75,-0.008949,-0.008949
19660509,108,-0.024831,-0.024831
19660510,109,0.009259,0.009259
19660511,109,0,0
19660512,106.875,-0.019495,-0.019495
19660513,104.5,-0.022222,-0.022222
19660516,104.25,-0.002392,-0.002392
19660517,102.5,-0.016787,-0.016787
19660518,104.875,0.023171,0.023171
19660519,105,0.001192,0.001192
19660520,105.5,0.004762,0.004762
19660523,103.75,-0.016588,-0.016588
19660524,107.125,0.03253,0.03253
19660525,107,-0.001167,-0.001167
19660526,107.5,0.004673,0.004673
19660527,106,-0.013953,-0.013953
19660531,104.125,-0.017689,-0.017689
19660601,105.375,0.012005,0.012005
19660602,105.375,0,0
19660603,105,-0.003559,-0.003559
19660606,105.25,0.002381,0.002381
19660607,105.5,0.008551,0.002375
19660608,105.875,0.003555,0.003555
19660609,106.25,0.003542,0.003542
19660610,108.5,0.021176,0.021176
19660613,109.75,0.011521,0.011521
19660614,111,0.01139,0.01139
19660615,111.75,0.006757,0.006757
19660616,111.125,-0.005593,-0.005593
19660617,111.25,0.001125,0.001125
19660620,112.25,0.008989,0.008989
19660621,112.375,0.001114,0.001114
19660622,113,0.005562,0.005562
19660623,112.5,-0.004425,-0.004425
19660624,113.875,0.012222,0.012222
19660627,114.5,0.005488,0.005488
19660628,109.5,-0.043668,-0.043668
19660629,107.75,-0.015982,-0.015982
19660630,106.125,-0.015081,-0.015081
19660701,106.25,0.001178,0.001178
19660705,106.25,0,0
19660706,109.25,0.028235,0.028235
19660707,108.375,-0.008009,-0.008009
19660708,108.75,0.00346,0.00346
19660711,109.625,0.008046,0.008046
19660712,105.625,-0.036488,-0.036488
19660713,105.75,0.001183,0.001183
19660714,105.75,0,0
19660715,106.5,0.007092,0.007092
19660718,106.75,0.002347,0.002347
19660719,106.5,-0.002342,-0.002342
19660720,104.25,-0.021127,-0.021127
19660721,103.875,-0.003597,-0.003597
19660722,101.375,-0.024067,-0.024067
19660725,98,-0.033292,-0.033292
19660726,99,0.010204,0.010204
19660727,99.5,0.005051,0.005051
19660728,98.25,-0.012563,-0.012563
19660729,95.5,-0.02799,-0.02799
19660801,92.5,-0.031414,-0.031414
19660802,92.875,0.004054,0.004054
19660803,94.125,0.013459,0.013459
19660804,94.5,0.003984,0.003984
19660805,94.75,0.002646,0.002646
19660808,96,0.013193,0.013193
19660809,96.375,0.003906,0.003906
19660810,94.5,-0.019455,-0.019455
19660811,94.5,0,0
19660812,94.75,0.002646,0.002646
19660815,93.75,-0.010554,-0.010554
19660816,90.25,-0.037333,-0.037333
19660817,90,-0.00277,-0.00277
19660818,89.25,-0.008333,-0.008333
19660819,88,-0.014006,-0.014006
19660822,85.25,-0.03125,-0.03125
19660823,86.5,0.014663,0.014663
19660824,89,0.028902,0.028902
19660825,87.875,-0.01264,-0.01264
19660826,86.625,-0.014225,-0.014225
19660829,85,-0.018759,-0.018759
19660830,85.875,0.010294,0.010294
19660831,85,-0.010189,-0.010189
19660901,85.75,0.008824,0.008824
19660902,84.25,-0.017493,-0.017493
19660906,83.75,-0.005935,-0.005935
19660907,82,-0.020896,-0.020896
19660908,81.5,-0.006098,-0.006098
19660909,81,-0.006135,-0.006135
19660912,83.75,0.033951,0.033951
19660913,83.875,0.009254,0.001493
19660914,87.75,0.0462,0.0462
19660915,89,0.014245,0.014245
19660916,88.75,-0.002809,-0.002809
19660919,90,0.014085,0.014085
19660920,89.25,-0.008333,-0.008333
19660921,87.25,-0.022409,-0.022409
19660922,87.875,0.007163,0.007163
19660923,88.25,0.004267,0.004267
19660926,86.125,-0.024079,-0.024079
19660927,87.75,0.018868,0.018868
19660928,84.625,-0.035613,-0.035613
19660929,84.375,-0.002954,-0.002954
19660930,85,0.007407,0.007407
19661003,83.5,-0.017647,-0.017647
19661004,85.25,0.020958,0.020958
19661005,84.75,-0.005865,-0.005865
19661006,84.375,-0.004425,-0.004425
19661007,85.375,0.011852,0.011852
19661010,87.25,0.021962,0.021962
19661011,87.625,0.004298,0.004298
19661012,89.375,0.019971,0.019971
19661013,88.625,-0.008392,-0.008392
19661014,87,-0.018336,-0.018336
19661017,88.625,0.018678,0.018678
19661018,92.375,0.042313,0.042313
19661019,93,0.006766,0.006766
19661020,92.375,-0.00672,-0.00672
19661021,93,0.006766,0.006766
19661024,94.25,0.013441,0.013441
19661025,93.5,-0.007958,-0.007958
19661026,95.125,0.01738,0.01738
19661027,95.875,0.007884,0.007884
19661028,95,-0.009126,-0.009126
19661031,95.375,0.003947,0.003947
19661101,96.5,0.011796,0.011796
19661102,97.125,0.006477,0.006477
19661103,96.875,-0.002574,-0.002574
19661104,97,0.00129,0.00129
19661107,95.75,-0.012887,-0.012887
19661109,96,0.002611,0.002611
19661110,96.5,0.005208,0.005208
19661111,98.25,0.018135,0.018135
19661114,97.25,-0.010178,-0.010178
19661115,97.625,0.003856,0.003856
19661116,97,-0.006402,-0.006402
19661117,97.375,0.003866,0.003866
19661118,97.5,0.001284,0.001284
19661121,96.625,-0.008974,-0.008974
19661122,97.5,0.009056,0.009056
19661123,97,-0.005128,-0.005128
19661125,97.25,0.002577,0.002577
19661128,99.375,0.021851,0.021851
19661129,98,-0.013836,-0.013836
19661130,98,0,0
19661201,98.125,0.001276,0.001276
19661202,98.375,0.002548,0.002548
19661205,99.875,0.015248,0.015248
19661206,98.75,-0.004756,-0.011264
19661207,98,-0.007595,-0.007595
19661208,98.5,0.005102,0.005102
19661209,97.5,-0.010152,-0.010152
19661212,98,0.005128,0.005128
19661213,97,-0.010204,-0.010204
19661214,96.875,-0.001289,-0.001289
19661215,94.5,-0.024516,-0.024516
19661216,93.5,-0.010582,-0.010582
19661219,89.875,-0.03877,-0.03877
19661220,88.75,-0.012517,-0.012517
19661221,88.375,-0.004225,-0.004225
19661222,87.875,-0.005658,-0.005658
19661223,86.375,-0.01707,-0.01707
19661227,85.625,-0.008683,-0.008683
19661228,86.25,0.007299,0.007299
19661229,88.375,0.024638,0.024638
19661230,88.5,0.001414,0.001414
19670103,89,0.00565,0.00565
19670104,89.25,0.002809,0.002809
19670105,89.125,-0.001401,-0.001401
19670106,88,-0.012623,-0.012623
19670109,86.25,-0.019886,-0.019886
19670110,85.75,-0.005797,-0.005797
19670111,86.25,0.005831,0.005831
19670112,86.625,0.004348,0.004348
19670113,87,0.004329,0.004329
19670116,87.375,0.00431,0.00431
19670117,88.75,0.015737,0.015737
19670118,88.75,0,0
19670119,88.625,-0.001408,-0.001408
19670120,88.75,0.00141,0.00141
19670123,88.75,0,0
19670124,87.5,-0.014085,-0.014085
19670125,88.625,0.012857,0.012857
19670126,88.75,0.00141,0.00141
19670127,88.75,0,0
19670130,88.125,-0.007042,-0.007042
19670131,87.875,-0.002837,-0.002837
19670201,88,0.001422,0.001422
19670202,89.25,0.014205,0.014205
19670203,89.75,0.005602,0.005602
19670206,89.875,0.001393,0.001393
19670207,89.375,-0.005563,-0.005563
19670208,89.125,-0.002797,-0.002797
19670209,87,-0.023843,-0.023843
19670210,88.375,0.015805,0.015805
19670213,87,-0.015559,-0.015559
19670214,87.125,0.001437,0.001437
19670215,87.125,0,0
19670216,85.5,-0.018651,-0.018651
19670217,84.875,-0.00731,-0.00731
19670220,83.125,-0.020619,-0.020619
19670221,82.875,-0.003008,-0.003008
19670223,85.5,0.031674,0.031674
19670224,86,0.005848,0.005848
19670227,85.875,-0.001453,-0.001453
19670228,86.25,0.004367,0.004367
19670301,86.5,0.002899,0.002899
19670302,87.75,0.014451,0.014451
19670303,88,0.002849,0.002849
19670306,87.25,-0.008523,-0.008523
19670307,87.25,0.00745,0
19670308,88.75,0.017192,0.017192
19670309,90.375,0.01831,0.01831
19670310,90.5,0.001383,0.001383
19670313,90.375,-0.001381,-0.001381
19670314,91.125,0.008299,0.008299
19670315,92.375,0.013717,0.013717
19670316,94.125,0.018945,0.018945
19670317,93,-0.011952,-0.011952
19670320,92.125,-0.009409,-0.009409
19670321,89.25,-0.031208,-0.031208
19670322,89,-0.002801,-0.002801
19670323,88,-0.011236,-0.011236
19670327,86.875,-0.012784,-0.012784
19670328,86.75,-0.001439,-0.001439
19670329,85.625,-0.012968,-0.012968
19670330,85.375,-0.00292,-0.00292
19670331,84.875,-0.005857,-0.005857
19670403,84.25,-0.007364,-0.007364
19670404,84.875,0.007418,0.007418
19670405,85.875,0.011782,0.011782
19670406,86.25,0.004367,0.004367
19670407,85.875,-0.004348,-0.004348
19670410,84.5,-0.016012,-0.016012
19670411,85.5,0.011834,0.011834
19670412,85,-0.005848,-0.005848
19670413,87.25,0.026471,0.026471
19670414,90.25,0.034384,0.034384
19670417,92,0.019391,0.019391
19670418,92.25,0.002717,0.002717
19670419,91.375,-0.009485,-0.009485
19670420,93,0.017784,0.017784
19670421,94.875,0.020161,0.020161
19670424,94.875,0,0
19670425,93.75,-0.011858,-0.011858
19670426,93.875,0.001333,0.001333
19670427,94.375,0.005326,0.005326
19670428,94.875,0.005298,0.005298
19670501,94.5,-0.003953,-0.003953
19670502,93,-0.015873,-0.015873
19670503,93,0,0
19670504,92.25,-0.008065,-0.008065
19670505,92.5,0.00271,0.00271
19670508,91.875,-0.006757,-0.006757
19670509,91.125,-0.008163,-0.008163
19670510,91.125,0,0
19670511,92.875,0.019204,0.019204
19670512,91.125,-0.018843,-0.018843
19670515,89.625,-0.016461,-0.016461
19670516,90,0.004184,0.004184
19670517,89.125,-0.009722,-0.009722
19670518,89.5,0.004208,0.004208
19670519,89.5,0,0
19670522,89.125,-0.00419,-0.00419
19670523,89,-0.001403,-0.001403
19670524,87,-0.022472,-0.022472
19670525,87.5,0.005747,0.005747
19670526,88.25,0.008571,0.008571
19670529,86.875,-0.015581,-0.015581
19670531,86,-0.010072,-0.010072
19670601,85.75,-0.002907,-0.002907
19670602,85,-0.008746,-0.008746
19670605,84.125,-0.010294,-0.010294
19670606,85.25,0.0211,0.013373
19670607,85.25,0,0
19670608,85.75,0.005865,0.005865
19670609,85.625,-0.001458,-0.001458
19670612,87.375,0.020438,0.020438
19670613,90.75,0.038627,0.038627
19670614,88.75,-0.022039,-0.022039
19670615,88,-0.008451,-0.008451
19670616,89,0.011364,0.011364
19670619,88.375,-0.007022,-0.007022
19670620,87.25,-0.01273,-0.01273
19670621,85.375,-0.02149,-0.02149
19670622,86.625,0.014641,0.014641
19670623,89.5,0.033189,0.033189
19670626,86.5,-0.03352,-0.03352
19670627,89,0.028902,0.028902
19670628,87.75,-0.014045,-0.014045
19670629,86.625,-0.012821,-0.012821
19670630,86.875,0.002886,0.002886
19670703,86.75,-0.001439,-0.001439
19670705,86.875,0.001441,0.001441
19670706,86.875,0,0
19670707,86.25,-0.007194,-0.007194
19670710,85.75,-0.005797,-0.005797
19670711,87.75,0.023324,0.023324
19670712,89.25,0.017094,0.017094
19670713,90.5,0.014006,0.014006
19670714,97.25,0.074586,0.074586
19670717,97.125,-0.001285,-0.001285
19670718,101.75,0.047619,0.047619
19670719,99.5,-0.022113,-0.022113
19670720,102.25,0.027638,0.027638
19670721,104.75,0.02445,0.02445
19670724,103.25,-0.01432,-0.01432
19670725,102.5,-0.007264,-0.007264
19670726,103,0.004878,0.004878
19670727,104.625,0.015777,0.015777
19670728,106.125,0.014337,0.014337
19670731,108,0.017668,0.017668
19670801,108.375,0.003472,0.003472
19670802,108,-0.00346,-0.00346
19670803,107,-0.009259,-0.009259
19670804,107,0,0
19670807,106.75,-0.002336,-0.002336
19670808,107,0.002342,0.002342
19670809,107.125,0.001168,0.001168
19670810,106.875,-0.002334,-0.002334
19670811,105,-0.017544,-0.017544
19670814,103.25,-0.016667,-0.016667
19670815,103.25,0,0
19670816,103.375,0.001211,0.001211
19670817,105.375,0.019347,0.019347
19670818,105.875,0.004745,0.004745
19670821,106.125,0.002361,0.002361
19670822,106.375,0.002356,0.002356
19670823,106.25,-0.001175,-0.001175
19670824,107.5,0.011765,0.011765
19670825,108.25,0.006977,0.006977
19670828,109.375,0.010393,0.010393
19670829,107.75,-0.014857,-0.014857
19670830,109.5,0.016241,0.016241
19670831,109.25,-0.002283,-0.002283
19670901,108.375,-0.008009,-0.008009
19670905,108.125,-0.002307,-0.002307
19670906,108.125,0,0
19670907,110.375,0.020809,0.020809
19670908,112.125,0.015855,0.015855
19670911,113,0.007804,0.007804
19670912,111.5,-0.013274,-0.013274
19670913,111.75,0.002242,0.002242
19670914,111.875,0.001119,0.001119
19670915,113.875,0.017877,0.017877
19670918,115.375,0.013172,0.013172
19670919,114.875,0.0013,-0.004334
19670920,113.875,-0.008705,-0.008705
19670921,112.625,-0.010977,-0.010977
19670922,113.875,0.011099,0.011099
19670925,112.625,-0.010977,-0.010977
19670926,109.5,-0.027747,-0.027747
19670927,111.5,0.018265,0.018265
19670928,111.875,0.003363,0.003363
19670929,112.125,0.002235,0.002235
19671002,112.125,0,0
19671003,115.125,0.026756,0.026756
19671004,114.875,-0.002172,-0.002172
19671005,114.125,-0.006529,-0.006529
19671006,112.75,-0.012048,-0.012048
19671009,111.375,-0.012195,-0.012195
19671010,110.25,-0.010101,-0.010101
19671011,109.75,-0.004535,-0.004535
19671012,106.875,-0.026196,-0.026196
19671013,108.625,0.016374,0.016374
19671016,106.75,-0.017261,-0.017261
19671017,108.5,0.016393,0.016393
19671018,108.875,0.003456,0.003456
19671019,107.625,-0.011481,-0.011481
19671020,107.25,-0.003484,-0.003484
19671023,107.625,0.003497,0.003497
19671024,108.125,0.004646,0.004646
19671025,108.25,0.001156,0.001156
19671026,110.25,0.018476,0.018476
19671027,109.25,-0.00907,-0.00907
19671030,108.25,-0.009153,-0.009153
19671031,106,-0.020785,-0.020785
19671101,100.5,-0.051887,-0.051887
19671102,100.375,-0.001244,-0.001244
19671103,100,-0.003736,-0.003736
19671106,100.75,0.0075,0.0075
19671108,99.875,-0.008685,-0.008685
19671109,101.75,0.018773,0.018773
19671110,102.625,0.0086,0.0086
19671113,100.75,-0.01827,-0.01827
19671114,98.5,-0.022333,-0.022333
19671115,99,0.005076,0.005076
19671116,102.875,0.039141,0.039141
19671117,101.5,-0.013366,-0.013366
19671120,100.75,-0.007389,-0.007389
19671121,104,0.032258,0.032258
19671122,104.75,0.007212,0.007212
19671124,104,-0.00716,-0.00716
19671127,104.625,0.00601,0.00601
19671128,106,0.013142,0.013142
19671129,107,0.009434,0.009434
19671130,104.125,-0.026869,-0.026869
19671201,103.875,-0.002401,-0.002401
19671204,103.625,-0.002407,-0.002407
19671205,103.75,0.007479,0.001206
19671206,104,0.00241,0.00241
19671207,103.25,-0.007212,-0.007212
19671208,100.375,-0.027845,-0.027845
19671211,98.5,-0.01868,-0.01868
19671212,96.875,-0.016497,-0.016497
19671213,98.25,0.014194,0.014194
19671214,97.5,-0.007634,-0.007634
19671215,96.25,-0.012821,-0.012821
19671218,95.875,-0.003896,-0.003896
19671219,95.5,-0.003911,-0.003911
19671220,95.75,0.002618,0.002618
19671221,95.875,0.001305,0.001305
19671222,95.375,-0.005215,-0.005215
19671226,95,-0.003932,-0.003932
19671227,92.75,-0.023684,-0.023684
19671228,93.5,0.008086,0.008086
19671229,96,0.026738,0.026738
19680102,95.625,-0.003906,-0.003906
19680103,95.875,0.002614,0.002614
19680104,95,-0.009126,-0.009126
19680105,96,0.010526,0.010526
19680108,98,0.020833,0.020833
19680109,99,0.010204,0.010204
19680110,98.875,-0.001263,-0.001263
19680111,97.25,-0.016435,-0.016435
19680112,95.375,-0.01928,-0.01928
19680115,95.375,0,0
19680116,94.25,-0.011796,-0.011796
19680117,93.625,-0.006631,-0.006631
19680118,93,-0.006676,-0.006676
19680119,93.375,0.004032,0.004032
19680122,92.625,-0.008032,-0.008032
19680123,91.75,-0.009447,-0.009447
19680124,92.25,0.00545,0.00545
19680125,91,-0.01355,-0.01355
19680126,90.875,-0.001374,-0.001374
19680129,91,0.001376,0.001376
19680130,89.75,-0.013736,-0.013736
19680131,87.875,-0.020891,-0.020891
19680201,89.375,0.01707,0.01707
19680202,90.875,0.016783,0.016783
19680205,89.375,-0.016506,-0.016506
19680206,90,0.006993,0.006993
19680207,89.625,-0.004167,-0.004167
19680208,88.5,-0.012552,-0.012552
19680209,87.75,-0.008475,-0.008475
19680213,87,-0.008547,-0.008547
19680214,88,0.011494,0.011494
19680215,87.875,-0.00142,-0.00142
19680216,87.75,-0.001422,-0.001422
19680219,86.625,-0.012821,-0.012821
19680220,87.25,0.007215,0.007215
19680221,87.75,0.005731,0.005731
19680223,88,0.002849,0.002849
19680226,86.75,-0.014205,-0.014205
19680227,87.75,0.011527,0.011527
19680228,87,-0.008547,-0.008547
19680229,86.875,0.006034,-0.001437
19680301,87.25,0.004317,0.004317
19680304,84.75,-0.028653,-0.028653
19680305,86,0.014749,0.014749
19680306,87.5,0.017442,0.017442
19680307,87.125,-0.004286,-0.004286
19680308,86.625,-0.005739,-0.005739
19680311,88,0.015873,0.015873
19680312,88.125,0.00142,0.00142
19680313,87.625,-0.005674,-0.005674
19680314,86.625,-0.011412,-0.011412
19680315,88.375,0.020202,0.020202
19680318,87.5,-0.009901,-0.009901
19680319,86.75,-0.008571,-0.008571
19680320,87.375,0.007205,0.007205
19680321,86.875,-0.005722,-0.005722
19680322,86.375,-0.005755,-0.005755
19680325,85.625,-0.008683,-0.008683
19680326,85.25,-0.00438,-0.00438
19680327,86,0.008798,0.008798
19680328,85.5,-0.005814,-0.005814
19680329,86.375,0.010234,0.010234
19680401,89.75,0.039074,0.039074
19680402,89,-0.008357,-0.008357
19680403,89.625,0.007022,0.007022
19680404,90,0.004184,0.004184
19680405,89.25,-0.008333,-0.008333
19680408,90,0.008403,0.008403
19680410,91.625,0.018056,0.018056
19680411,92.625,0.010914,0.010914
19680415,91,-0.017544,-0.017544
19680416,93.25,0.024725,0.024725
19680417,93.75,0.005362,0.005362
19680418,94.5,0.008,0.008
19680419,93.625,-0.009259,-0.009259
19680422,91.625,-0.021362,-0.021362
19680423,91.625,0,0
19680424,92.5,0.00955,0.00955
19680425,93.375,0.009459,0.009459
19680426,95.375,0.021419,0.021419
19680429,96,0.006553,0.006553
19680430,95.875,-0.001302,-0.001302
19680501,93.625,-0.023468,-0.023468
19680502,95.125,0.016021,0.016021
19680503,94.5,-0.00657,-0.00657
19680506,93.625,-0.009259,-0.009259
19680507,92.5,-0.012016,-0.012016
19680508,92,-0.005405,-0.005405
19680509,91.375,-0.006793,-0.006793
19680510,91.5,0.001368,0.001368
19680513,91.25,-0.002732,-0.002732
19680514,89.875,-0.015068,-0.015068
19680515,90.75,0.009736,0.009736
19680516,92.25,0.016529,0.016529
19680517,90.875,-0.014905,-0.014905
19680520,89.5,-0.015131,-0.015131
19680521,88.75,-0.00838,-0.00838
19680522,86.75,-0.022535,-0.022535
19680523,86.875,0.001441,0.001441
19680524,88.25,0.015827,0.015827
19680527,87.25,-0.011331,-0.011331
19680528,87.75,0.005731,0.005731
19680529,88,0.010256,0.002849
19680531,88.125,0.00142,0.00142
19680603,90.25,0.024113,0.024113
19680604,90.125,-0.001385,-0.001385
19680605,89.25,-0.009709,-0.009709
19680606,88.875,-0.004202,-0.004202
19680607,88.875,0,0
19680610,88.625,-0.002813,-0.002813
19680611,88.25,-0.004231,-0.004231
19680613,89.125,0.009915,0.009915
19680614,88.875,-0.002805,-0.002805
19680617,87.875,-0.011252,-0.011252
19680618,86.75,-0.012802,-0.012802
19680620,87.75,0.011527,0.011527
19680621,87.25,-0.005698,-0.005698
19680624,86.875,-0.004298,-0.004298
19680625,86.25,-0.007194,-0.007194
19680627,86.25,0,0
19680628,86.25,0,0
19680701,85.625,-0.007246,-0.007246
19680702,85.5,-0.00146,-0.00146
19680703,85.5,0,0
19680708,86.75,0.01462,0.01462
19680709,86.875,0.001441,0.001441
19680711,87.375,0.005755,0.005755
19680712,86,-0.015737,-0.015737
19680715,85.875,-0.001453,-0.001453
19680716,85.875,0,0
19680718,85.375,-0.005822,-0.005822
19680719,85.625,0.002928,0.002928
19680722,83.75,-0.021898,-0.021898
19680723,83.625,-0.001493,-0.001493
19680725,83.375,-0.00299,-0.00299
19680726,83.75,0.004498,0.004498
19680729,83.875,0.001493,0.001493
19680730,84.375,0.005961,0.005961
